Id,Hotel Name,Address,City State,Registration Date,Last Booking,Total Bookings,Registration Id
969,Dare-Trantow,21745 Esker Lane,Florianópolis - SC,2021-04-21,2021-07-15,541,588116552182
970,Rice-Lynch,4829 Browning Street,São Paulo - SP,2021-04-21,2022-01-13,317,949012693233
971,Schoen-Jones,4 Kensington Parkway,Fortaleza - CE,2021-04-22,2022-09-19,183,427724476085
972,Franecki LLC,69 Brown Parkway,São Paulo - SP,2021-04-22,2021-12-14,71,636122129012
973,"Hickle, Franecki and Kub",762 Quincy Junction,Rio de Janeiro - RJ,2021-04-22,2021-12-15,147,367464528061
974,Walsh-Gleichner,09 David Alley,São Paulo - SP,2021-04-22,2021-12-27,105,295767604889
975,Price Group,21742 Marquette Avenue,Florianópolis - SC,2021-04-22,2021-06-21,680,685908272475
976,Dickens LLC,8 Buhler Way,Porto Alegre - RS,2021-04-23,2021-08-09,583,511692060431
977,Deckow LLC,244 Namekagon Way,São Paulo - SP,2021-04-23,2021-07-02,582,371897451561
978,McKenzie-Gottlieb,2694 Golf Trail,São Paulo - SP,2021-04-24,2022-03-24,149,152548012420
979,Purdy-Morissette,8040 Springview Street,Fortaleza - CE,2021-04-24,2022-06-25,568,174912195816
980,"Botsford, Zemlak and Boyle",307 Russell Road,São Paulo - SP,2021-04-24,2022-02-05,283,330601063636
981,Parisian Inc,13428 Towne Trail,Florianópolis - SC,2021-04-24,2021-10-26,595,781876825948
982,Beatty Inc,40 Mallory Junction,Porto Alegre - RS,2021-04-24,2022-01-15,794,691257212834
983,Kuphal Group,72 Fallview Pass,Rio de Janeiro - RJ,2021-04-25,2021-06-25,640,737340576337
984,Klein LLC,1 Grover Court,Santos - SP,2021-04-25,2021-10-28,201,311741687324
985,"Doyle, Wilkinson and Schinner",53 Arapahoe Court,Santos - SP,2021-04-25,2021-07-15,290,475504384758
986,Grant Group,65 Monument Center,São Paulo - SP,2021-04-26,2021-11-26,75,335903651020
987,"Leffler, Dickinson and Ullrich",31 Elmside Center,Santos - SP,2021-04-26,2022-02-10,165,773332422346
988,Zboncak LLC,885 Hovde Junction,Florianópolis - SC,2021-04-26,2021-08-13,205,435753666712
989,"MacGyver, Jaskolski and Beer",669 Dottie Street,Rio de Janeiro - RJ,2021-04-26,2021-10-19,284,679802349578
990,"Lubowitz, Ledner and Lakin",3 Milwaukee Point,Florianópolis - SC,2021-04-27,2022-09-19,79,585500516736
991,"Daniel, Reilly and Feeney",991 Crescent Oaks Road,Brasilia - DF,2021-04-27,2022-07-21,104,697154112637
992,Paucek-Gutmann,97 Crowley Circle,Florianópolis - SC,2021-04-27,2021-08-05,789,683476196620
993,Bergstrom Group,777 Milwaukee Avenue,Fortaleza - CE,2021-04-27,2022-02-13,710,766888539747
994,Maggio and Sons,6676 Service Court,Florianópolis - SC,2021-04-27,2021-10-16,633,569627549845
995,Hettinger Inc,26 Ridge Oak Pass,São Paulo - SP,2021-04-27,2021-10-27,198,636802464335
996,"Mitchell, Reynolds and Bailey",006 Huxley Park,Fortaleza - CE,2021-04-27,2021-07-06,710,759090412938
997,"Jacobs, Koelpin and Schaden",64501 Shoshone Avenue,Brasilia - DF,2021-04-27,2021-06-10,8,918435859347
998,Fadel-Lang,39983 Larry Drive,São Paulo - SP,2021-04-27,2021-12-24,493,717109042858
999,"Will, Davis and Hoeger",1 Almo Crossing,Porto Alegre - RS,2021-04-28,2022-10-09,310,312538113208
1000,"Corwin, Beatty and Farrell",34 5th Drive,Brasilia - DF,2021-04-28,2022-02-24,384,354028221653
1001,Wilderman-Koch,64776 Bluestem Street,Santos - SP,2021-04-28,2021-08-18,457,667257873633
1002,"Crooks, Wiegand and Okuneva",0 Claremont Hill,Florianópolis - SC,2021-04-28,2021-12-11,716,313973364477
1003,"Bednar, Gutkowski and Wisozk",66102 Meadow Valley Junction,Brasilia - DF,2021-04-28,2022-01-03,377,439468459408
1004,"Donnelly, Ruecker and Graham",46710 Twin Pines Crossing,Brasilia - DF,2021-04-28,2021-08-25,568,253908438466
1005,Reichel and Sons,79 Oxford Court,Fortaleza - CE,2021-04-29,2021-10-24,768,662255940809
1006,"Emard, Schneider and Kunde",615 John Wall Drive,Porto Alegre - RS,2021-04-30,2022-04-21,319,502712308651
1007,"Kautzer, Legros and Rice",540 Eagan Crossing,Santos - SP,2021-04-30,2021-12-04,775,404943325803
1008,"Klein, Walker and Harber",826 Parkside Park,Fortaleza - CE,2021-04-30,2021-11-19,484,685247823216
1009,"West, Boehm and Marks",617 Coolidge Plaza,Porto Alegre - RS,2021-04-30,2021-06-17,620,691047177408
1010,"Ritchie, Price and Hane",8 Thompson Circle,Santos - SP,2021-05-01,2021-08-16,671,675937646577
1011,Emmerich-Green,9 Melby Road,Brasilia - DF,2021-05-01,2021-08-11,325,434254926651
1012,Bradtke and Sons,39 Sheridan Pass,Brasilia - DF,2021-05-01,2021-06-28,771,437164961085
1013,Rempel-Bogisich,64332 Dovetail Lane,Santos - SP,2021-05-01,2021-10-09,238,170257733160
1014,"Mohr, Littel and Schuppe",9094 Raven Place,Fortaleza - CE,2021-05-01,2021-09-13,456,505957328532
1015,Mayert-Bins,85 Fallview Pass,Porto Alegre - RS,2021-05-01,2021-08-23,350,369244479084
1016,Ferry-Effertz,58 Pearson Plaza,Rio de Janeiro - RJ,2021-05-01,2021-09-29,296,344639624526
1017,"Kulas, Dare and Vandervort",0996 Pleasure Crossing,Santos - SP,2021-05-01,2021-12-03,320,444393138499
1018,Gerhold-Will,39024 Blackbird Circle,São Paulo - SP,2021-05-01,2021-07-30,662,687081034152
1019,Kunze-Daugherty,240 Steensland Avenue,Brasilia - DF,2021-05-02,2022-11-21,911,371697929974
1020,Corkery Inc,612 Arizona Trail,Rio de Janeiro - RJ,2021-05-02,2022-02-22,535,633358604215
1021,Runolfsson LLC,5 Melvin Place,Fortaleza - CE,2021-05-02,2022-09-19,814,474941172963
1022,Stehr-Zieme,35788 Blue Bill Park Center,Brasilia - DF,2021-05-02,2021-09-13,487,470692544118
1023,Davis-O'Keefe,7 Stone Corner Lane,Porto Alegre - RS,2021-05-02,2022-01-12,114,877850390896
1024,"Cremin, Larkin and Weimann",44439 Stephen Parkway,Florianópolis - SC,2021-05-03,2021-06-30,324,214471363161
1025,"Effertz, Schaden and Fisher",564 Summit Park,Rio de Janeiro - RJ,2021-05-04,2022-03-26,708,415707305222
1026,Koss and Sons,5425 Northfield Circle,Rio de Janeiro - RJ,2021-05-04,2021-06-10,277,166286316559
1027,Wunsch-Kozey,64 Blackbird Junction,Florianópolis - SC,2021-05-04,2022-02-25,554,527038124400
1028,Ritchie LLC,9 Mockingbird Road,Brasilia - DF,2021-05-05,2021-11-20,840,204344998361
1029,"Feest, Vandervort and Kling",399 Bayside Junction,Fortaleza - CE,2021-05-05,2021-12-07,778,476624672108
1030,"Glover, Herzog and Spencer",3 Fairview Hill,Porto Alegre - RS,2021-05-05,2021-07-30,213,359798542580
1031,Bechtelar and Sons,2092 Utah Circle,São Paulo - SP,2021-05-05,2021-08-18,232,544614012897
1032,"Lockman, Miller and Swaniawski",6 Blaine Center,Florianópolis - SC,2021-05-06,2021-10-19,159,266186002806
1033,Mertz-Miller,8401 Village Green Junction,Porto Alegre - RS,2021-05-06,2022-05-03,620,246432891621
1034,"Moen, Gutkowski and Schiller",97209 Blaine Road,Brasilia - DF,2021-05-06,2022-03-04,217,269919486415
1035,"Kessler, Hamill and Wiegand",258 Monument Avenue,Rio de Janeiro - RJ,2021-05-06,2021-06-28,498,247627725028
1036,"Hudson, Orn and Pfannerstill",1 Surrey Parkway,Florianópolis - SC,2021-05-06,2021-09-08,563,637748819318
1037,Keebler Group,79960 5th Court,Santos - SP,2021-05-06,2021-12-07,94,525550351488
1038,Buckridge-Marks,37 Carey Circle,Santos - SP,2021-05-06,2021-07-31,130,533013085601
1039,Lehner-Ortiz,73309 Forest Run Lane,Fortaleza - CE,2021-05-08,2022-09-13,229,182545306928
1040,Gleichner-Osinski,69167 Sunbrook Hill,Florianópolis - SC,2021-05-08,2022-02-24,131,761308617268
1041,"Vandervort, Mayert and Moore",022 Banding Parkway,Brasilia - DF,2021-05-08,2022-01-13,494,846735793799
1042,Lehner and Sons,1805 Sheridan Place,São Paulo - SP,2021-05-08,2021-08-15,664,429108579843
1043,"Mohr, Ruecker and Toy",20669 Marquette Street,Santos - SP,2021-05-08,2021-10-04,73,735777719939
1044,"Vandervort, Beier and Parker",46 Knutson Hill,Brasilia - DF,2021-05-08,2021-08-10,343,897655519643
1045,Monahan LLC,20 Parkside Alley,Santos - SP,2021-05-09,2021-09-18,406,240638058252
1046,Ondricka Group,958 Judy Drive,Brasilia - DF,2021-05-09,2021-09-18,239,511935181202
1047,Gibson and Sons,6181 Starling Pass,Florianópolis - SC,2021-05-09,2021-07-28,698,842843677162
1048,Heller LLC,3 Hermina Terrace,Santos - SP,2021-05-09,2022-02-22,151,696507255686
1049,"Zboncak, Koepp and Fisher",088 Meadow Ridge Place,Florianópolis - SC,2021-05-09,2021-12-14,429,844176498247
1050,Schuppe-Bogisich,26274 Towne Circle,Santos - SP,2021-05-09,2022-03-01,456,788658694048
1051,Schroeder Inc,043 Transport Crossing,Rio de Janeiro - RJ,2021-05-09,2021-11-20,348,794621822752
1052,"Bernhard, Kunde and Satterfield",8 Dawn Avenue,Brasilia - DF,2021-05-09,2022-01-05,249,422110051577
1053,"Balistreri, Pouros and Walsh",9 Kim Circle,Santos - SP,2021-05-10,2021-12-02,796,273939143539
1054,Veum-Fahey,5368 Killdeer Crossing,Brasilia - DF,2021-05-10,2021-12-23,315,749361708149
1055,"Vandervort, Gleichner and Smitham",96 Waxwing Court,São Paulo - SP,2021-05-10,2022-02-06,382,560119013866
1056,Connelly-Gerlach,079 Messerschmidt Park,Florianópolis - SC,2021-05-11,2021-07-24,582,248645970186
1057,D'Amore Inc,22760 Carey Terrace,Fortaleza - CE,2021-05-11,2021-09-24,293,683989118584
1058,"Macejkovic, Thiel and Gutkowski",1 Corben Crossing,Santos - SP,2021-05-11,2022-01-31,93,374522742104
1059,"Mante, Lind and Christiansen",115 Sunfield Street,São Paulo - SP,2021-05-11,2021-08-08,148,257618742316
1060,Grant LLC,40553 Ridgeview Junction,Brasilia - DF,2021-05-12,2021-11-27,796,501786017144
1061,Farrell Inc,374 Thackeray Court,Florianópolis - SC,2021-05-12,2021-11-28,687,431107602440
1062,Williamson-Konopelski,32 Granby Pass,São Paulo - SP,2021-05-12,2021-12-16,560,343530685937
1063,Champlin LLC,9613 Riverside Circle,São Paulo - SP,2021-05-12,2021-09-06,658,381282906356
1064,"Collier, Cormier and Metz",67 Washington Hill,Rio de Janeiro - RJ,2021-05-12,2021-09-24,80,426796547060
1065,"Daugherty, Stoltenberg and Dibbert",8 Reinke Alley,Santos - SP,2021-05-13,2021-12-03,124,417841661390
1066,Connelly Group,98 Hovde Court,São Paulo - SP,2021-05-14,2021-08-25,156,160363394714
1067,"Dibbert, Daniel and Rice",3432 Park Meadow Trail,Brasilia - DF,2021-05-14,2021-12-15,954,315212110608
1068,Kertzmann LLC,61880 Rowland Drive,Fortaleza - CE,2021-05-14,2022-01-19,103,604794229572
1069,Yundt and Sons,88 Express Park,Florianópolis - SC,2021-05-14,2021-07-28,505,572348017500
1070,Schmidt Group,49882 Hintze Street,Santos - SP,2021-05-14,2022-01-04,152,553260219154
1071,"Reinger, Kuvalis and Koepp",1 Everett Parkway,São Paulo - SP,2021-05-14,2021-09-18,514,408507054258
1072,"Koelpin, Mann and Bauch",820 Artisan Park,Brasilia - DF,2021-05-14,2021-12-04,323,811104162424
1073,"Vandervort, Kovacek and Tillman",94765 Gina Way,Porto Alegre - RS,2021-05-14,2021-09-18,433,648610906552
1074,Volkman-Sanford,72925 Oxford Hill,Brasilia - DF,2021-05-14,2021-12-27,325,804503764652
1075,Feest and Sons,9 Troy Lane,Florianópolis - SC,2021-05-14,2021-11-13,735,370445293597
1076,DuBuque-Dicki,29856 Corben Crossing,Santos - SP,2021-05-15,2021-05-03,217,515585228769
1077,Ortiz LLC,46130 Lukken Plaza,Florianópolis - SC,2021-05-15,2022-03-17,263,193392862767
1078,Altenwerth-Schaden,3 Melby Center,Porto Alegre - RS,2021-05-15,2021-07-29,245,242174001509
1079,Kihn-Bruen,18143 Judy Road,Porto Alegre - RS,2021-05-15,2021-07-06,798,406473945031
1080,Schmidt Inc,2756 Hagan Way,Rio de Janeiro - RJ,2021-05-15,2021-10-17,320,235066917584
1081,Renner-Lynch,9187 Rusk Circle,São Paulo - SP,2021-05-15,2021-12-25,611,915199237288
1082,Roberts-Bode,0393 Sullivan Point,Santos - SP,2021-05-16,2022-03-31,887,337377055797
1083,Littel-Tromp,59275 American Ash Street,Santos - SP,2021-05-16,2022-07-11,814,355358527908
1084,"Swift, Ruecker and Carroll",55830 Warner Street,Santos - SP,2021-05-16,2021-11-17,36,770807710847
1085,Medhurst-Schumm,2942 Bashford Crossing,Santos - SP,2021-05-16,2022-01-31,432,720128350491
1086,Kovacek-McDermott,852 Northport Junction,São Paulo - SP,2021-05-16,2021-06-25,56,688403469070
1087,"Strosin, Schulist and Hoppe",5365 Starling Park,Rio de Janeiro - RJ,2021-05-16,2022-01-06,118,301978389705
1088,Lesch Inc,5990 Mariners Cove Pass,Porto Alegre - RS,2021-05-17,2021-09-12,275,893251868355
1089,"Sporer, Hudson and Lubowitz",6 Buell Park,Brasilia - DF,2021-05-17,2021-10-05,504,881866955729
1090,"Heathcote, Wyman and Cummings",427 Glacier Hill Avenue,Florianópolis - SC,2021-05-18,2021-12-20,861,228164904019
1091,"Jakubowski, Keebler and Schmidt",2 Sauthoff Alley,Santos - SP,2021-05-18,2021-09-20,125,671084801822
1092,"Jaskolski, Crist and White",17 Bartelt Place,Santos - SP,2021-05-18,2022-06-02,150,865871391491
1093,"Effertz, Terry and Konopelski",9 Melby Plaza,Rio de Janeiro - RJ,2021-05-18,2021-10-22,233,823849455256
1094,Jenkins-Doyle,860 Rusk Plaza,Florianópolis - SC,2021-05-18,2021-08-07,221,693420772499
1095,Koch-Crist,8 Jenifer Park,São Paulo - SP,2021-05-18,2022-02-19,58,462500642270
1096,Hauck Inc,23 Truax Parkway,Rio de Janeiro - RJ,2021-05-19,2022-02-16,779,654246047204
1097,McClure Group,2510 Logan Way,Porto Alegre - RS,2021-05-19,2022-01-17,459,568247731812
1098,Cartwright LLC,4340 Macpherson Park,São Paulo - SP,2021-05-19,2021-11-26,471,280557567522
1099,Brakus and Sons,9 Gina Circle,Brasilia - DF,2021-05-19,2022-02-17,450,842006587720
1100,"Ziemann, Weimann and Schumm",2 Arrowood Way,Brasilia - DF,2021-05-20,2021-10-20,469,196566635845
1101,Kuhn Group,49283 Rutledge Crossing,Brasilia - DF,2021-05-20,2021-07-27,595,896330310297
1102,"Kiehn, Langosh and Sawayn",3605 Kropf Plaza,São Paulo - SP,2021-05-20,2022-02-28,283,657008311093
1103,Casper-Schneider,1966 Myrtle Road,Santos - SP,2021-05-20,2021-06-23,103,760049900792
1104,"Kerluke, Stiedemann and Satterfield",8082 Carberry Lane,Fortaleza - CE,2021-05-21,2021-12-21,809,621877647833
1105,Weber and Sons,7 Evergreen Street,São Paulo - SP,2021-05-21,2021-12-04,220,796794859259
1106,"Mayert, Gottlieb and Fay",232 Lunder Center,Florianópolis - SC,2021-05-21,2021-09-13,86,300517050886
1107,Rowe Group,790 Ruskin Point,Santos - SP,2021-05-21,2021-07-04,700,748339253898
1108,"Jenkins, Dooley and Parker",9 Spaight Road,Brasilia - DF,2021-05-22,2021-12-25,467,920231457803
1109,"Simonis, Schinner and Jacobi",778 Paget Parkway,Brasilia - DF,2021-05-22,2022-02-15,152,375746515242
1110,"Robel, Von and Parisian",2 Orin Place,Porto Alegre - RS,2021-05-22,2022-01-20,30,448508024956
1111,Feil and Sons,631 Westport Court,São Paulo - SP,2021-05-22,2021-08-26,374,561754676682
1112,"Spinka, Borer and Cormier",325 Coolidge Junction,Porto Alegre - RS,2021-05-23,2021-08-04,166,502145657138
1113,Leannon and Sons,030 Elmside Trail,Florianópolis - SC,2021-05-24,2022-01-09,612,885550585762
1114,McLaughlin Group,4992 Moland Trail,São Paulo - SP,2021-05-24,2021-09-20,400,538441945540
1115,"Schmidt, Frami and Nikolaus",63274 Lawn Alley,Florianópolis - SC,2021-05-24,2022-03-21,31,895957425221
1116,"Powlowski, Champlin and Glover",1 Blaine Road,Santos - SP,2021-05-24,2022-02-07,283,572205980259
1117,"Heathcote, Schoen and Cartwright",8816 Oxford Alley,Porto Alegre - RS,2021-05-25,2022-02-01,386,484370054280
1118,Blanda-Barton,8 Riverside Terrace,Brasilia - DF,2021-05-25,2022-01-22,807,428454131707
1119,Will Inc,02226 Farmco Parkway,Rio de Janeiro - RJ,2021-05-25,2021-10-29,136,734020846233
1120,Hills-Mills,130 Calypso Avenue,Florianópolis - SC,2021-05-25,2022-01-17,6,158230064636
1121,"Hintz, Hoeger and Bernier",1 Shelley Pass,Florianópolis - SC,2021-05-25,2021-12-12,270,308508166339
1122,Bernhard-Altenwerth,7 Village Trail,São Paulo - SP,2021-05-25,2021-11-09,760,407854512500
1123,Schulist Group,39119 Stephen Center,Brasilia - DF,2021-05-26,2021-12-06,286,476911920228
1124,Feeney-Harris,20778 Grim Terrace,Florianópolis - SC,2021-05-27,2022-02-07,214,383539793438
1125,Gerhold Inc,74 Lukken Junction,Rio de Janeiro - RJ,2021-05-27,2021-11-18,259,382679819491
1126,O'Reilly-Ledner,2 Leroy Crossing,Porto Alegre - RS,2021-05-27,2022-03-10,552,623867952758
1127,Ratke-Huels,69 Chive Way,Florianópolis - SC,2021-05-27,2021-07-14,98,529596489857
1128,Stiedemann-Toy,72 Kenwood Plaza,Santos - SP,2021-05-27,2021-11-16,333,932701616564
1129,Tremblay Inc,57748 Porter Park,Santos - SP,2021-05-27,2021-09-16,506,459969760817
1130,"Lang, Keeling and Romaguera",5 Calypso Crossing,São Paulo - SP,2021-05-29,2022-02-12,496,663426221147
1131,Mayert-Romaguera,83204 Bellgrove Center,Florianópolis - SC,2021-05-29,2022-03-28,255,206705370603
1132,Bailey Group,488 Grover Lane,Rio de Janeiro - RJ,2021-05-30,2021-12-01,469,744729064414
1133,Pagac Group,88 Fremont Crossing,Brasilia - DF,2021-05-30,2021-09-15,527,717572713870
1134,Shields-Treutel,23 Spaight Court,Fortaleza - CE,2021-05-30,2021-07-12,568,185792273369
1135,Little-Zboncak,635 Blue Bill Park Alley,Fortaleza - CE,2021-05-30,2022-01-06,168,948080556764
1136,"Steuber, Fadel and Dach",8 Wayridge Terrace,Florianópolis - SC,2021-05-30,2021-10-16,34,781328193304
1137,Robel Inc,99 Rusk Terrace,Florianópolis - SC,2021-05-31,2021-10-09,121,185890099120
1138,Johns-Waters,26 Kedzie Street,Rio de Janeiro - RJ,2021-05-31,2022-02-20,799,306984142079
1139,Reilly-Pfeffer,7302 Walton Pass,Rio de Janeiro - RJ,2021-05-31,2021-08-18,499,461995641801
1140,"Rogahn, Cassin and Baumbach",8394 Butterfield Pass,São Paulo - SP,2021-05-31,2021-11-29,612,706760094832
1141,Langosh Group,16110 Sullivan Street,Rio de Janeiro - RJ,2021-06-01,2021-06-16,559,563703033031
1142,Wolf-Lueilwitz,6745 Melrose Road,Santos - SP,2021-06-01,2022-08-08,101,292379537376
1143,Hegmann Group,6 Fieldstone Junction,Porto Alegre - RS,2021-06-01,2022-02-18,622,515104868455
1144,Rogahn-Murazik,95123 Rusk Terrace,Santos - SP,2021-06-01,2021-11-24,686,600093039243
1145,Leannon-Powlowski,96 Lillian Crossing,São Paulo - SP,2021-06-01,2021-08-02,16,628144571103
1146,Simonis-Graham,581 New Castle Crossing,Santos - SP,2021-06-01,2022-03-30,764,391738120265
1147,Schowalter LLC,1 Walton Road,Porto Alegre - RS,2021-06-01,2021-12-17,673,846317871661
1148,Rempel-Schmidt,7787 Artisan Way,Rio de Janeiro - RJ,2021-06-01,2021-10-30,766,705890719417
1149,"Windler, Jerde and Abshire",5879 Lake View Court,Florianópolis - SC,2021-06-02,2022-01-02,84,677563009405
1150,Schamberger-Dach,66770 David Circle,Fortaleza - CE,2021-06-02,2022-03-13,474,453401192415
1151,Kuhn and Sons,51 Charing Cross Hill,Rio de Janeiro - RJ,2021-06-02,2021-10-04,274,901149630249
1152,Leuschke-Conroy,0445 Helena Avenue,São Paulo - SP,2021-06-02,2021-10-21,481,291766995999
1153,Halvorson-Botsford,53183 Sullivan Junction,Florianópolis - SC,2021-06-03,2021-08-17,544,817642901330
1154,Sporer-Kshlerin,39782 Dovetail Lane,Fortaleza - CE,2021-06-03,2021-10-19,239,584184970611
1155,"Wolf, Feest and Cruickshank",9 Del Sol Crossing,Rio de Janeiro - RJ,2021-06-03,2022-01-27,209,916036251904
1156,Murphy and Sons,240 Graedel Place,Porto Alegre - RS,2021-06-03,2021-08-10,415,473911346654
1157,"Glover, Gottlieb and Bednar",4 Homewood Place,São Paulo - SP,2021-06-04,2022-02-22,458,742685890632
1158,Volkman Group,14 Sunfield Place,Santos - SP,2021-06-04,2022-10-31,476,865779102878
1159,Pouros and Sons,07894 Namekagon Plaza,Brasilia - DF,2021-06-04,2021-11-28,362,715882167686
1160,McKenzie LLC,8252 Moland Circle,Santos - SP,2021-06-05,2021-11-29,394,535491008007
1161,"Brakus, Spencer and Farrell",601 Vidon Park,Rio de Janeiro - RJ,2021-06-06,2022-04-27,682,360482252625
1162,"Aufderhar, Yundt and Bartell",15 Monterey Way,Rio de Janeiro - RJ,2021-06-06,2022-08-21,945,830730247983
1163,"Halvorson, Gaylord and Rosenbaum",0558 Barnett Street,Brasilia - DF,2021-06-06,2021-07-30,169,873208256017
1164,Treutel-Walker,12121 Calypso Place,Fortaleza - CE,2021-06-06,2022-04-05,445,877795019996
1165,Braun-Schroeder,8 Clarendon Terrace,Rio de Janeiro - RJ,2021-06-06,2021-11-28,105,653869385027
1166,"Turcotte, Jacobs and Raynor",86789 Bultman Crossing,Rio de Janeiro - RJ,2021-06-07,2022-01-28,256,316806854462
1167,Jakubowski-Lemke,08287 Kings Way,Florianópolis - SC,2021-06-07,2022-03-02,15,526648498381
1168,"Labadie, Beer and Rogahn",6011 Nobel Hill,Brasilia - DF,2021-06-08,2021-03-26,287,597555334790
1169,Lesch Group,67659 Russell Alley,Fortaleza - CE,2021-06-08,2022-03-01,72,482737853076
1170,Kuphal-Stiedemann,54 Eastwood Trail,São Paulo - SP,2021-06-08,2021-05-01,748,286067829432
1171,"Cassin, Harvey and Ferry",0 Killdeer Road,Rio de Janeiro - RJ,2021-06-08,2021-07-19,439,518417302131
1172,"Toy, Mraz and Pouros",6684 Ridgeway Lane,Porto Alegre - RS,2021-06-09,2021-10-25,366,744143046776
1173,"Jones, Weissnat and Corwin",08463 Kenwood Junction,Santos - SP,2021-06-09,2021-11-17,197,783670247352
1174,"Hane, Stehr and MacGyver",94 Beilfuss Parkway,Santos - SP,2021-06-09,2022-02-02,22,883699533819
1175,Brakus and Sons,2658 Green Parkway,São Paulo - SP,2021-06-09,2021-10-22,713,842006587720
1176,Herzog-Barrows,6537 Aberg Point,Porto Alegre - RS,2021-06-10,2021-11-15,446,290476072703
